
1,5,8,ハープスター,/horse/2011104000/,牝3,52,川田将雅,/jockey/01088/,1:59.1,,**,http://www.netkeiba.com/premium/?service=p13,13-13-9-4,35.5,3.7,2,476(+2),,/?pid=horse_training&id=2011104000&rid=201401020211,,/?pid=horse_comment&id=2011104000&rid=201401020211,,[西] 松田博資,/trainer/00348/,キャロットファーム,/owner/486800/,"6,599.4"
2,4,5,ゴールドシップ,/horse/2009102739/,牡5,57,横山典弘,/jockey/00660/,1:59.2,3/4,**,http://www.netkeiba.com/premium/?service=p13,14-14-12-4,35.3,1.8,1,502(-2),,/?pid=horse_training&id=2009102739&rid=201401020211,,/?pid=horse_comment&id=2009102739&rid=201401020211,,[西] 須貝尚介,/trainer/01105/,小林英一,/owner/517002/,"2,628.4"
3,6,10,ホエールキャプチャ,/horse/2008100544/,牝6,55,蛯名正義,/jockey/00663/,2:00.0,5,**,http://www.netkeiba.com/premium/?service=p13,8-9-9-9,36.4,55.7,7,474(-6),,/?pid=horse_training&id=2008100544&rid=201401020211,,/?pid=horse_comment&id=2008100544&rid=201401020211,,[東] 田中清隆,/trainer/00408/,嶋田賢,/owner/399009/,"1,614.2"
4,7,11,ラブイズブーシェ,/horse/2009101075/,牡5,57,古川吉洋,/jockey/01015/,2:00.1,3/4,**,http://www.netkeiba.com/premium/?service=p13,10-10-9-7,36.5,21.5,6,454(-6),,/?pid=horse_training&id=2009101075&rid=201401020211,,/?pid=horse_comment&id=2009101075&rid=201401020211,,[西] 村山明,/trainer/01107/,小林祥晃,/owner/966007/,980.0
5,5,7,エアソミュール,/horse/2009105742/,牡5,57,戸崎圭太,/jockey/05386/,2:00.1,ハナ,**,http://www.netkeiba.com/premium/?service=p13,8-7-7-7,36.7,20.1,5,494(-2),,/?pid=horse_training&id=2009105742&rid=201401020211,,/?pid=horse_comment&id=2009105742&rid=201401020211,,[西] 角居勝彦,/trainer/01053/,ラッキーフィールド,/owner/084800/,650.0
6,3,3,タマモベストプレイ,/horse/2010104866/,牡4,57,和田竜二,/jockey/01018/,2:00.3,1.1/4,**,http://www.netkeiba.com/premium/?service=p13,6-5-4-4,37.1,118.1,13,476(-6),,/?pid=horse_training&id=2010104866&rid=201401020211,,/?pid=horse_comment&id=2010104866&rid=201401020211,,[西] 南井克巳,/trainer/01049/,タマモ,/owner/515800/,
7,2,2,トウカイパラダイス,/horse/2007106370/,牡7,57,柴山雄一,/jockey/05243/,2:00.5,1,**,http://www.netkeiba.com/premium/?service=p13,4-5-4-2,37.3,96.9,12,510(-12),,/?pid=horse_training&id=2007106370&rid=201401020211,,/?pid=horse_comment&id=2007106370&rid=201401020211,,[西] 田所秀孝,/trainer/01009/,内村正則,/owner/695004/,
8,1,1,ロゴタイプ,/horse/2010103783/,牡4,57,村田一誠,/jockey/01031/,2:00.7,1.1/2,**,http://www.netkeiba.com/premium/?service=p13,2-2-2-2,37.7,8.6,4,492(0),,/?pid=horse_training&id=2010103783&rid=201401020211,,/?pid=horse_comment&id=2010103783&rid=201401020211,,[東] 田中剛,/trainer/01119/,吉田照哉,/owner/758005/,
9,8,14,ナカヤマナイト,/horse/2008105362/,牡6,57,柴田善臣,/jockey/00641/,2:00.9,1.1/2,**,http://www.netkeiba.com/premium/?service=p13,6-7-7-9,37.5,60.1,8,496(+16),,/?pid=horse_training&id=2008105362&rid=201401020211,,/?pid=horse_comment&id=2008105362&rid=201401020211,,[東] 二ノ宮敬,/trainer/00409/,和泉信一,/owner/679003/,
10,8,13,スーパームーン,/horse/2009105928/,牡5,57,ローウィ,/jockey/05510/,2:01.1,3/4,**,http://www.netkeiba.com/premium/?service=p13,10-10-12-12,37.3,72.4,9,508(+2),,/?pid=horse_training&id=2009105928&rid=201401020211,,/?pid=horse_comment&id=2009105928&rid=201401020211,,[東] 藤沢和雄,/trainer/00386/,山本英俊,/owner/124008/,
11,4,6,トウケイヘイロー,/horse/2009101682/,牡5,57,四位洋文,/jockey/00700/,2:01.7,3.1/2,**,http://www.netkeiba.com/premium/?service=p13,1-1-1-1,38.9,7.5,3,498(-6),,/?pid=horse_training&id=2009101682&rid=201401020211,,/?pid=horse_comment&id=2009101682&rid=201401020211,,[西] 清水久詞,/trainer/01110/,木村信彦,/owner/258006/,
12,3,4,ムーンリットレイク,/horse/2008103350/,牡6,57,菱田裕二,/jockey/01144/,2:02.0,1.3/4,**,http://www.netkeiba.com/premium/?service=p13,2-2-2-13,38.9,158.3,14,460(-2),,/?pid=horse_training&id=2008103350&rid=201401020211,,/?pid=horse_comment&id=2008103350&rid=201401020211,,[東] 加藤征弘,/trainer/01059/,サンデーレーシング,/owner/226800/,
13,7,12,ルルーシュ,/horse/2008102912/,牡6,57,福永祐一,/jockey/01014/,2:02.9,5,**,http://www.netkeiba.com/premium/?service=p13,4-4-4-9,39.7,73.9,10,502(-10),,/?pid=horse_training&id=2008102912&rid=201401020211,,/?pid=horse_comment&id=2008102912&rid=201401020211,,[東] 藤沢和雄,/trainer/00386/,山本英俊,/owner/124008/,
14,6,9,アドマイヤフライト,/horse/2009100570/,牡5,57,藤岡康太,/jockey/01116/,2:03.0,クビ,**,http://www.netkeiba.com/premium/?service=p13,10-10-12-14,39.2,93.5,11,530(-10),,/?pid=horse_training&id=2009100570&rid=201401020211,,/?pid=horse_comment&id=2009100570&rid=201401020211,,[西] 橋田満,/trainer/00362/,近藤利一,/owner/398002/,
