
1,3,6,ダービーレグノ,1998101349,牡5,55,幸英明,1:58.7,,,11-12,34.0,6.1,3,458(-6),,,,[西] 高橋成忠,ダービー社,"4,365.1"
2,7,14,カンファーベスト,1999100207,牡4,55,江田照男,1:58.8,1/2,,11-11,34.3,13.6,7,464(-2),,,,[東] 佐藤吉勝,奥村清晴,"1,718.6"
3,1,2,キングフィデリア,1998103089,牡5,56,中舘英二,1:59.0,1.1/4,,2-2,35.1,15.3,8,484(+2),,,,[西] 武田博,加藤守,"1,109.3"
4,2,4,カゼニフカレテ,1999104111,牡4,54,柴田善臣,1:59.2,1.1/4,,17-17,34.2,9.0,5,480(-4),,,,[西] 佐々木晶,小田切有一,650.0
5,8,16,タニノエタニティ,1998104123,牡5,55,二本柳壮,1:59.3,3/4,,15-15,34.4,30.4,10,494(+8),,,,[西] 松田国英,谷水雄三,430.0
6,5,10,ラヴァリージェニオ,1999103565,牡4,53,木幡初広,1:59.4,1/2,,7-8,34.9,24.8,9,506(0),,,,[東] 鈴木伸尋,村中徳広,
7,8,18,フライトソング,1998102000,牝5,49,嘉藤貴行,1:59.4,クビ,,15-15,34.6,112.5,15,510(-2),,,,[東] 土田稔,中村和夫,
8,4,7,シルクサンライズ,1997106466,牝6,49,蓑島靖典,1:59.6,1.1/2,,4-4,35.4,109.6,14,482(-8),,,,[東] 石毛善彦,松岡隆雄,
9,3,5,ロードフラッグ,1997105482,セ6,53,北村宏司,1:59.6,アタマ,,3-3,35.4,38.9,12,460(+6),,,,[東] 伊藤正徳,ロードホースクラブ,
10,7,13,エスジービーム,1999101715,牡4,53,石橋守,1:59.9,1.3/4,,7-7,35.5,8.5,4,512(-6),,,,[西] 藤岡範士,窪田滋,
11,6,12,ゴーステディ,1997103623,牡6,55,大西直宏,1:59.9,クビ,,1-1,36.0,4.6,2,510(0),,,,[東] 大久保洋,臼田浩義,
12,5,9,エイシンハリマオー,1998102551,牡5,56,福永祐一,2:00.0,クビ,,7-8,35.6,4.0,1,458(+4),,,,[西] 坂口正則,平井豊光,
13,4,8,ミデオンビット,1997105367,牡6,57,田中勝春,2:00.0,クビ,,4-4,35.8,9.5,6,534(+2),,,,[東] 河野通文,ミデオン興業,
14,2,3,ブルーコンコルド,2000107570,牡3,53,秋山真一,2:00.2,1,,13-12,35.4,31.0,11,480(+2),,,,[西] 服部利之,荻伏レーシング・クラブ,
15,7,15,ツジノワンダー,1996102955,牡7,53,小林淳一,2:00.2,クビ,,7-8,35.7,108.9,13,504(0),,,,[東] 清水美波,辻本正男,
16,8,17,マンノチャンピオン,1996102028,牡7,52,安藤光彰,2:00.2,ハナ,,4-4,35.9,241.8,17,518(-4),,,,[東] 本間忍,萬野順啓,
17,1,1,クロンヌドール,1997110270,牡6,48,加藤士津,2:00.3,クビ,,13-12,35.5,159.7,16,504(+2),,,,[東] 岩戸孝樹,キャロットファーム,
取,6,11,トーアカゼノオー,1997103293,牡6,53,小林久晃,,,,,,---,,計不,,,,[東] 成島英春,東亜駿馬,
