
1,8,18,ユメノシルシ,2002100677,牡5,56,吉田豊,1:57.8,,**,2-3,35.1,5.4,2,492(-4),,,,[東] 大久保洋,吉田照哉,"4,371.4"
2,4,7,トウショウヴォイス,2002104938,牡5,52,小林淳一,1:57.9,1/2,**,13-13,33.9,23.3,10,476(-2),,,,[東] 小桧山悟,トウショウ産業,"1,720.4"
3,5,9,ヤマニンアラバスタ,2001102124,牝6,54,田中勝春,1:58.1,1.1/4,**,11-11,34.1,20.1,7,448(-2),,,,[東] 星野忍,土井肇,"1,110.2"
4,5,10,ダイイチアトム,2001107662,牡6,52,松岡正海,1:58.1,アタマ,**,10-8,34.2,10.1,4,482(+4),,,,[東] 手塚貴久,吉田千津,650.0
5,7,14,マヤノグレイシー,1999100643,牡8,54,福永祐一,1:58.3,1,**,4-4,35.5,20.9,8,474(-10),,,,[西] 坂口正大,田所英子,430.0
6,1,2,アドマイヤモナーク,2001103371,牡6,55,安藤勝己,1:58.3,ハナ,**,15-15,33.9,2.7,1,472(0),,,,[西] 松田博資,近藤利一,
7,8,16,センカク,2002109374,牡5,53,村田一誠,1:58.5,1.1/2,**,8-8,34.8,24.3,11,486(+6),,,,[東] 池上昌弘,中村政勝,
8,2,3,グレイトジャーニー,2001102129,牡6,55,蛯名正義,1:58.6,1/2,**,13-13,34.6,24.3,12,470(-4),,,,[西] 池江泰郎,ノースヒルズマネジメント,
9,7,13,シアトルユー,2000106042,牡7,52,大野拓弥,1:59.1,3,**,6-6,35.7,101.0,17,534(+6),,,,[東] 手塚貴久,齊藤四方司,
10,2,4,フェイトトリックス,2001103237,牡6,54,中舘英二,1:59.2,1/2,**,11-11,35.2,11.8,5,492(0),,,,[西] 池江泰郎,サンデーレーシング,
11,8,17,テンジンムサシ,2001103546,牡6,53,丹内祐次,1:59.2,ハナ,**,7-7,35.4,86.0,15,496(+6),,,,[東] 矢野照正,テンジン,
12,3,5,アフリカンビート,2002100695,牡5,52,武士沢友,1:59.4,1.1/4,**,17-17,34.7,90.9,16,510(-6),,,,[西] 森秀行,社台レースホース,
13,4,8,ニシノナースコール,2002100167,牝5,53,北村宏司,1:59.4,アタマ,**,18-17,34.8,14.3,6,442(-8),,,,[東] 尾形充弘,西山茂行,
14,3,6,サニーネイティブ,2002104154,牡5,51,田中博康,1:59.4,クビ,**,15-15,35.0,80.7,14,502(+2),,,,[東] 谷原義明,宮崎守保,
15,6,12,トップガンジョー,2002102310,牡5,58,後藤浩輝,1:59.5,1/2,**,1-1,37.2,8.9,3,502(+2),,,,[東] 和田正道,河内孝夫,
16,7,15,スクリーンヒーロー,2004103328,牡3,51,石橋脩,1:59.6,クビ,**,8-8,35.8,22.4,9,468(+2),,,,[東] 矢野進,吉田照哉,
17,6,11,スクールボーイ,2000102182,牡7,52,小野次郎,1:59.7,3/4,**,5-4,36.9,159.0,18,498(-8),,,,[東] 小林常泰,後藤繁樹,
18,1,1,トリリオンカット,2000110053,牡7,55,柴田善臣,2:00.0,2,**,2-2,37.6,46.2,13,466(+2),,,,[西] 音無秀孝,キャロットファーム,
