
1,5,5,ダイワテキサス,1993105076,牡8,59,北村宏司,2:00.2,,,8-8-6-6,35.2,3.1,1,478(+4),,,,[東] 増沢末夫,大和商事,"4,344.1"
2,2,2,モンレーブ,1994105210,牝7,49,村田一誠,2:00.5,1.3/4,,12-10-10-8,35.3,27.6,9,452(+4),,,,[東] 小林常泰,水上行雄,"1,712.6"
3,1,1,アンブラスモア,1994103227,牡7,58,須貝尚介,2:00.5,ハナ,,1-1-1-1,36.4,6.7,3,466(-4),,,,[西] 須貝彦三,萩本企画,"1,106.3"
4,8,12,メジロロンザン,1996107052,牡5,53,吉田豊,2:00.6,1/2,,3-3-3-3,36.1,10.1,6,482(0),,,,[東] 大久保洋,メジロ牧場,650.0
5,3,3,ツジノワンダー,1996102955,牡5,53,後藤浩輝,2:00.8,1,,6-4-6-4,35.9,3.9,2,490(+2),,,,[東] 清水美波,辻本正男,430.0
6,5,6,ハヤカゼジョー,1995104627,牡6,52,坂井千明,2:00.9,1/2,,4-4-3-4,36.3,23.2,8,508(+6),,,,[東] 西塚安夫,河内孝夫,
7,8,11,トラストミュウツー,1996103565,牡5,53,田中勝春,2:00.9,アタマ,,8-8-6-6,36.0,7.9,5,478(+4),,,,[東] 河野通文,菅波滿,
8,7,10,ゲイリートマホーク,1996110135,セ5,55,郷原洋司,2:00.9,クビ,,2-2-2-2,36.7,7.7,4,464(+4),,,,[東] 秋山雅一,東京サラブレッドビューロー,
9,4,4,ロードマグナム,1995108783,セ6,50,菊沢隆徳,2:01.7,5,,10-10-10-10,36.6,86.3,11,486(-2),,,,[東] 土田稔,ロードホースクラブ,
10,6,8,ウインマーベラス,1997106283,牡4,50,江田照男,2:01.9,1.1/4,,10-10-10-12,36.7,15.9,7,460(+11),,,,[西] 森秀行,ウイン,
11,6,7,ヤマニンサイボーグ,1996101575,牡5,51,中舘英二,2:01.9,クビ,,4-4-5-8,37.1,38.6,10,482(+4),,,,[東] 栗田博憲,土井肇,
12,7,9,クリールサイクロン,1995104561,牡6,52,横山義行,2:02.0,1/2,,6-4-6-10,37.1,93.9,12,446(0),,,,[東] 稲葉隆一,山和企画,
