
1,6,8,スーパージーン,1998100595,牡6,56,中舘英二,1:57.7,,,4-4,33.9,7.6,3,486(0),,,,[西] 坂口正則,架谷重子,"4,347.6"
2,1,1,レニングラード,1999107047,牡5,55,安藤勝己,1:57.9,1,,10-10,33.6,1.9,1,470(+2),,,,[西] 音無秀孝,近藤英子,"1,713.6"
3,3,3,トーセンダンディ,1998104051,牡6,55,江田照男,1:58.2,1.3/4,,3-3,34.5,14.5,6,520(+4),,,,[西] 森秀行,島川隆哉,"1,106.8"
4,5,7,ニシノセレッソ,1999107132,牡5,51,石神深一,1:58.7,3,,6-6,34.7,20.1,7,450(0),,,,[東] 佐藤吉勝,西山茂行,650.0
5,6,9,トウカイオーザ,1997105089,牡7,56,北村宏司,1:58.9,1.1/2,,7-6,34.7,92.7,12,468(-14),,,,[西] 松元省一,内村正則,430.0
6,4,4,マーベラスダンス,1999103730,牡5,54,吉田豊,1:58.9,ハナ,,12-12,34.3,5.4,2,464(+4),,,,[東] 谷原義明,笹原貞生,
7,8,12,グラスエイコウオー,1998110172,牡6,56,後藤浩輝,1:58.9,クビ,,8-6,34.9,35.8,9,482(+10),,,,[東] 尾形充弘,半沢,
8,5,6,チアズブライトリー,1998104232,牡6,58,柴田善臣,1:59.0,クビ,,10-10,34.6,9.5,4,450(-4),,,,[西] 山内研二,北村キヨ子,
9,4,5,サンライズシャーク,1998104781,牡6,54,大西直宏,1:59.0,クビ,,13-12,34.5,61.1,10,478(-2),,,,[西] 崎山博樹,松岡隆雄,
10,2,2,エイシンスペンサー,1998110195,牡6,56,岡部幸雄,1:59.1,1/2,,1-1,35.6,25.6,8,482(-2),,,,[西] 坂口正則,平井豊光,
11,8,13,エイシンハリマオー,1998102551,牡6,56,田中勝春,1:59.2,1/2,,8-9,35.0,13.8,5,444(-6),,,,[西] 坂口正則,平井豊光,
12,7,10,サクラデインヒル,1997102280,セ7,51,田嶋翔,1:59.4,1.1/2,,2-2,35.9,64.8,11,480(+2),,,,[東] 小島太,さくらコマース,
13,7,11,マンノチャンピオン,1996102028,牡8,51,郷原洋司,2:01.0,10,,4-4,36.9,312.7,13,516(-12),,,,[東] 本間忍,萬野順啓,
