
1,5,5,ナリタクリスタル,2006102847,牡5,57.5,武豊,1:59.1,,**,2-2,33.8,8.2,5,478(0),,,,[西] 木原一良,オースミ,"4,342.0"
2,7,9,サンライズベガ,2004105610,牡7,56,北村宏司,1:59.1,クビ,**,1-1,34.1,27.1,9,508(-8),,,,[西] 音無秀孝,松岡隆雄,"1,712.0"
3,3,3,セイクリッドバレー,2006103368,牡5,57,丸山元気,1:59.3,1.1/4,**,8-8,33.3,5.6,3,490(0),,,,[東] 高橋裕,吉田勝己,"1,106.0"
4,6,7,タッチミーノット,2006102983,牡5,56,三浦皇成,1:59.4,クビ,**,5-5,33.6,3.6,1,492(0),,,,[東] 柴崎勇,吉田照哉,650.0
5,7,8,プティプランセス,2006105481,牝5,50,武士沢友,1:59.4,ハナ,**,9-10,33.1,11.7,7,460(+6),,,,[東] 伊藤正徳,中山芳樹,430.0
6,6,6,オペラブラーボ,2004104470,牡7,56,中舘英二,1:59.6,1.1/2,**,3-3,34.0,10.2,6,440(+2),,,,[東] 久保田貴,草間庸文,
7,1,1,シャイニーブラウン,2005104045,牡6,54,石橋脩,1:59.6,クビ,**,4-4,33.9,22.7,8,526(-12),,,,[西] 平田修,小林昌志,
8,2,2,エオリアンハープ,2006102892,牝5,53,木幡初広,1:59.9,1.3/4,**,9-9,33.9,4.7,2,438(-2),,,,[東] 宗像義忠,社台レースホース,
9,8,10,トウショウウェイヴ,2005100667,牡6,54,吉田豊,2:00.0,クビ,**,11-11,33.7,67.2,11,470(+2),,,,[東] 大久保洋,トウショウ産業,
10,4,4,ヤマニンキングリー,2005105360,牡6,56,田中勝春,2:00.3,2,**,5-5,34.4,6.5,4,494(+4),,,,[西] 河内洋,土井肇,
11,8,11,ホワイトピルグリム,2005105820,牡6,55,田辺裕信,2:00.6,1.3/4,**,5-5,34.8,28.8,10,460(0),,,,[西] 鮫島一歩,ターフ・スポート,
