
,1,1,エーブブレーン,1994101795,牡6,55,榎伸彦,,,,,,---,1,計不,,,,[地] 笹川福光,（株）レーシングホー,
,2,2,ホウシュウサルーン,1993101963,牡7,55,根岸良昌,,,,,,---,1,計不,,,,[地] 高橋悦夫,斉藤實,
,3,3,ハヴアトライ,1996110063,牡4,55,渡辺正治,,,,,,---,1,計不,,,,[地] 河内義昭,渡辺キヨミ,
,4,4,チェイスチェイス,1994107298,牡6,55,向山牧,,,,,,---,1,計不,,,,[地] 津野総夫,株寺田工務店,
,5,5,クレッセル,1995108917,セ5,55,酒井忍,,,,,,---,1,計不,,,,[地] 河内義昭,前田晋二,
,6,6,ニアークファントム,1995107119,牝5,53,熊木良介,,,,,,---,1,計不,,,,[地] 阿部充知,畠山平八,
,7,7,トキオアクティブ,1991106910,牡9,55,小野輝彦,,,,,,---,1,計不,,,,[地] 岡史郎,中山利子,
,8,8,サクラシューター,1992102000,牡8,55,山口高,,,,,,---,1,計不,,,,[地] 中沢勇喜,伊藤賢之,
