
2016/09/11,4阪神2,晴,11,セントウルS(G2),,13,8,13,19.0,6,5,川田将雅,57,芝1200,良,**,1:07.9,0.3,**,2-2,33.1-34.5,34.5,508(-4),,,ビッグアーサー,590.0
2016/07/03,3中京2,曇,11,CBC賞(G3),,13,3,3,9.3,5,6,大野拓弥,58.5,芝1200,良,**,1:07.6,0.4,**,10-10,33.8-33.4,33.0,512(-10),,,レッドファルクス,
2016/06/09,門別,雨,11,北海道スプリントカッ(G3),,13,4,5,9.1,3,3,大野拓弥,59,ダ1200,不,**,1:10.7,0.8,**,5-6,,35.8,522(+13),,,ダノンレジェンド,330.0
2016/05/03,名古屋,曇,11,かきつばた記念(G3),,10,4,4,9.2,5,5,大野拓弥,59,ダ1400,良,**,1:28.6,1.6,**,3-5-5,,38.9,509(-1),,,ノボバカラ,105.0
2016/03/27,2中京6,曇,11,高松宮記念(G1),,18,3,5,14.9,6,7,大野拓弥,57,芝1200,良,**,1:07.3,0.6,**,8-7,32.7-34.0,33.7,510(-6),,,ビッグアーサー,
2016/03/05,2中山3,曇,11,夕刊フジオーシャンS(G3),,16,4,7,21.3,8,3,大野拓弥,57,芝1200,良,**,1:07.9,0.4,**,12-12,32.7-34.8,34.2,516(+10),,,エイシンブルズアイ,"1,008.1"
2014/12/14,香港,晴,,香港スプリント(G1),,,,7,,11,8,大野拓弥,57,芝1200,良,,1:09.3,,,,,,506,,,,
2014/10/05,3新潟8,小雨,11,スプリンターズS(G1),,18,8,18,46.5,13,1,大野拓弥,57,芝1200,良,**,1:08.8,-0.1,**,11-10,33.7-35.1,33.9,512(-2),,,(ストレイトガール),"9,882.2"
2014/08/31,2札幌4,晴,11,キーンランドC(G3),,16,6,12,8.3,4,8,大野拓弥,56,芝1200,良,**,1:09.3,0.3,**,12-13,34.1-34.9,34.3,514(-2),,,ローブティサージュ,
2014/06/12,門別,雨,11,北海道スプリントカッ(G3),,14,4,7,1.8,1,2,大野拓弥,56,ダ1200,不,,1:11.2,0.2,,12-11,,36.2,516(+6),,,アドマイヤサガス,440.0
2014/03/30,2中京6,曇,11,高松宮記念(G1),,18,8,17,19.6,8,2,大野拓弥,57,芝1200,不,**,1:12.7,0.5,**,13-13,34.5-37.7,36.1,510(-4),,,コパノリチャード,"3,909.2"
2014/03/08,2中山3,晴,11,夕刊フジオーシャンS(G3),,16,8,15,41.4,11,2,大野拓弥,56,芝1200,良,**,1:09.1,0.2,**,12-10,33.9-35.0,34.3,514(+4),,,スマートオリオン,"1,616.2"
2014/02/02,1東京2,晴,11,根岸S(G3),,16,3,5,15.7,7,11,大野拓弥,56,ダ1400,良,**,1:24.1,0.7,**,13-12,35.3-36.1,35.8,510(-2),,,ゴールスキー,
2014/01/06,1中山2,晴,11,ジャニュアリーS(OP),,16,6,12,3.9,2,1,大野拓弥,56,ダ1200,良,**,1:10.6,-0.2,**,10-9,34.0-36.6,36.0,512(0),,,(トキノエクセレント),"2,038.5"
2013/12/08,5中山4,晴,11,カペラS(G3),,16,4,7,11.2,7,2,大野拓弥,56,ダ1200,良,**,1:10.7,0.0,**,12-13,34.3-36.4,35.4,512(+4),,,ノーザンリバー,"1,419.0"
2013/11/24,5京都8,晴,12,京都オータムリーフP(OP),,16,5,10,24.7,7,6,吉田隼人,57,ダ1400,良,**,1:23.6,0.2,**,5-5,34.8-36.6,36.3,508(0),,,ノーザンリバー,
2013/10/19,4京都6,曇,11,室町S(OP),,16,8,16,6.6,2,6,和田竜二,56,ダ1200,稍,**,1:10.1,0.6,**,5-4,34.0-35.5,35.4,508(-2),,,スリーボストン,
2013/08/14,盛岡,晴,9,クラスターC(G3),,14,5,7,4.1,2,4,蛯名正義,54,ダ1200,良,,1:09.6,0.1,,5-4,,34.5,510(+4),,,ラブミーチャン,207.0
2013/07/07,3中京4,晴,11,プロキオンS(G3),,16,6,12,34.3,11,8,和田竜二,56,ダ1400,良,**,1:22.3,0.4,**,10-9,34.1-36.3,35.5,506(+4),,,アドマイヤロイヤル,
2013/05/25,2東京11,晴,11,欅S(OP),,15,4,7,2.9,1,7,蛯名正義,57,ダ1400,良,**,1:24.5,0.8,**,10-10,35.7-35.7,35.8,502(-2),,,アドマイヤロイヤル,
2013/04/14,3中山8,晴,10,京葉S(OP),,16,7,14,4.8,2,1,蛯名正義,55,ダ1200,良,**,1:10.9,0.0,**,5-5,34.8-36.1,35.5,504(0),,,(フィールドシャイン),"2,038.5"
2013/02/09,1東京5,晴,10,銀蹄S(1600万下),,16,6,12,2.6,1,1,蛯名正義,57,ダ1400,良,**,1:23.9,-0.2,**,9-10,35.9-36.0,35.3,504(0),,,(エーシンビートロン),"1,778.5"
2013/01/20,1京都7,晴,11,羅生門S(1600万下),,16,4,8,4.2,2,2,国分優作,57,ダ1400,良,**,1:23.3,0.0,**,2-2,34.3-37.3,37.2,504(0),,,トラバント,711.0
2012/12/24,5中山9,晴,8,3歳上1000万下,,16,1,2,2.4,1,1,蛯名正義,57,ダ1200,稍,**,1:10.7,-0.2,**,12-8,34.0-36.7,35.8,504(-2),,,(コスモケンジ),970.0
2012/12/01,5中山1,雨,7,3歳上1000万下,,16,4,7,1.5,1,3,蛯名正義,57,ダ1200,稍,**,1:10.8,0.2,**,5-2,33.3-37.3,37.1,506(+2),,,ダッシャーワン,240.0
2012/11/17,5東京5,小雨,9,西湖特別(1000万下),,16,1,1,6.7,4,2,田辺裕信,57,ダ1400,良,**,1:24.2,0.2,**,6-6,35.6-36.4,36.0,504(+2),,,キズマ,572.0
2012/10/28,4東京9,曇,9,河口湖特別(1000万下),,15,8,16,,,取,蛯名正義,57,ダ1400,良,**,,,**,,34.9-36.2,,計不,,,ウォータールルド,
2012/09/29,4中山8,晴,10,茨城新聞杯(1000万下),,16,4,8,2.5,1,2,蛯名正義,57,ダ1200,良,**,1:11.0,0.0,**,9-8,34.0-37.0,36.4,502(-2),,,フリートアロー,570.2
2012/06/16,3阪神5,小雨,10,鶴見特別(1000万下),,15,1,2,1.5,1,5,渡辺薫彦,57,ダ1200,不,**,1:10.4,0.2,**,5-5,34.3-35.9,35.5,504(0),,,サダムグランジュテ,140.0
2012/05/20,3京都10,曇,11,深草S(1600万下),,16,1,2,4.3,1,2,渡辺薫彦,57,ダ1200,良,**,1:11.2,0.1,**,5-5,34.8-36.3,36.0,504(+2),,,タンジブルアセット,690.8
2012/04/21,2東京1,曇,10,鎌倉S(1600万下),,16,6,12,4.9,2,2,蛯名正義,57,ダ1400,良,**,1:24.7,0.0,**,2-2,35.8-36.4,36.3,502(-4),,,ガンマーバースト,690.8
2012/03/17,1阪神7,曇,10,なにわS(1600万下),,16,7,13,17.3,7,3,渡辺薫彦,57,ダ1200,重,**,1:10.9,0.1,**,8-7,34.7-36.1,35.4,506(0),,,シゲルソウサイ,435.1
2012/02/19,2京都8,晴,10,河原町S(1600万下),,16,7,14,5.0,3,8,安藤勝己,57,ダ1400,良,**,1:25.1,0.9,**,12-9,35.3-36.8,36.6,506(0),,,メイショウマシュウ,
2012/01/21,1中山6,小雨,12,4歳上1000万下,,16,4,7,3.8,2,1,蛯名正義,56,ダ1200,稍,**,1:10.8,-0.1,**,5-4,32.8-38.0,37.3,506(+6),,,(ミヤビヘレネ),970.0
2011/09/25,4中山6,晴,10,茨城新聞杯(1000万下),,16,3,5,3.1,1,5,蛯名正義,55,ダ1200,良,**,1:10.6,0.3,**,11-9,33.0-37.3,36.4,500(0),,,ゼンノベラーノ,147.0
