
2016/07/31,2新潟2,晴,11,アイビスサマーD(G3),,13,7,11,9.3,4,4,蛯名正義,56,芝1000,良,**,0:54.6,0.5,**,,32.8-31.9,31.8,498(+2),,,ベルカント,590.0
2016/07/17,2福島6,晴,11,バーデンバーデンC(OP),,13,8,13,3.4,1,4,蛯名正義,54,芝1200,良,**,1:08.5,0.2,**,2-2,34.0-34.3,34.4,496(-2),,,オウノミチ,350.0
2016/04/23,3京都1,曇,11,彦根S(1600万下),,18,7,13,6.1,3,1,古川吉洋,57,芝1200,良,**,1:08.0,0.0,**,5-3,33.9-34.1,33.8,498(-2),,,(スナッチマインド),"1,857.8"
2016/03/27,2阪神2,曇,10,淀屋橋S(1600万下),,14,6,9,3.5,1,2,川田将雅,57,芝1200,良,**,1:08.4,0.0,**,7-7,33.3-35.1,33.9,500(-2),,,マルヨバクシン,738.6
2016/01/17,1中京2,曇,11,長篠S(1600万下),,13,4,4,1.9,1,3,幸英明,57,芝1200,良,**,1:08.1,0.1,**,1-1,33.9-34.1,34.2,502(+4),,,シンデレラボーイ,434.3
2015/12/06,4中京2,曇,10,浜松S(1600万下),,17,6,12,3.1,1,2,ムーア,56,芝1200,良,**,1:08.7,0.2,**,4-4,34.0-34.5,34.3,498(+2),,,ローレルベローチェ,661.2
2015/11/08,3福島4,雨,11,みちのくS(1600万下),,16,5,10,6.3,3,2,鮫島克駿,57,芝1200,重,**,1:10.0,0.2,**,4-4,34.3-35.5,35.4,496(-2),,,ゴールドペガサス,660.2
2015/10/04,4阪神9,晴,10,道頓堀S(1600万下),,13,6,8,7.5,5,3,秋山真一,57,芝1200,良,**,1:09.5,0.3,**,1-1,35.2-34.0,34.3,498(+4),,,サトノルパン,464.2
2015/09/05,2小倉11,曇,11,北九州短距離S(1600万下),,11,8,10,3.2,1,2,川田将雅,56,芝1200,良,**,1:07.9,0.1,**,2-2,34.1-33.7,33.5,494(0),,,メイショウライナー,737.0
2015/08/02,2小倉2,晴,11,佐世保S(1600万下),,13,2,2,6.1,2,7,川田将雅,57,芝1200,良,**,1:08.2,0.3,**,4-4,33.7-34.2,34.2,494(+8),,,ミッキーラブソング,
2015/05/16,3京都7,曇,10,彦根S(1600万下),,13,4,5,4.3,2,5,藤岡康太,57,芝1200,稍,**,1:09.2,0.2,**,2-2,34.9-34.1,34.1,486(0),,,ティーハーフ,182.0
2015/04/04,3中山3,曇,11,船橋S(1600万下),,14,1,1,2.8,1,5,ルメール,57,芝1200,良,**,1:07.6,0.2,**,3-3,33.4-34.0,33.9,486(-6),,,サトノデプロマット,182.0
2015/03/15,2中京2,曇,11,トリトンS(1600万下),,18,7,15,3.5,1,3,バルジュ,57,芝1200,良,**,1:11.0,0.1,**,2-2,35.4-35.5,35.4,492(+2),,,レッドファルクス,416.1
2015/01/05,1京都2,晴,10,新春S(1600万下),,15,5,9,6.0,2,3,川田将雅,57,芝1400,良,**,1:20.5,0.1,**,6-6,34.5-34.6,34.0,490(0),,,リヴェレンテ,464.9
2014/11/24,5京都7,晴,11,醍醐S(1600万下),,16,6,11,4.7,2,10,ルメール,57,芝1200,良,**,1:08.3,0.4,**,14-15,34.0-33.9,33.1,490(0),,,マコトナワラタナ,
2014/10/26,4京都7,晴,9,壬生特別(1000万下),,16,1,2,6.7,2,1,蛯名正義,57,芝1200,良,**,1:07.5,-0.2,**,4-4,33.8-33.7,33.2,490(-2),,,(エーシンエムディー),"1,515.7"
2014/09/20,4阪神3,曇,10,瀬戸内海特別(1000万下),,18,8,18,12.3,6,11,幸英明,57,芝1400,良,**,1:21.6,0.8,**,3-3,34.2-35.3,35.8,492(0),,,グランデアモーレ,
2013/07/20,2函館5,晴,11,函館日刊スポーツ杯(1600万下),,15,7,12,2.7,1,2,三浦皇成,54,芝1200,良,**,1:08.4,0.3,**,8-6,32.9-35.2,34.4,492(+4),,,ストレイトガール,709.4
2013/06/29,1函館5,曇,11,TVh杯(1600万下),,14,2,2,5.3,2,2,三浦皇成,53,芝1200,良,**,1:08.3,0.2,**,4-3,33.6-34.5,34.3,488(+6),,,ファインチョイス,709.6
2013/05/05,2東京6,晴,11,NHKマイルC(G1),,18,1,1,97.3,15,15,三浦皇成,57,芝1600,良,**,1:33.6,0.9,**,8-7,34.4-34.9,35.1,482(+4),,,マイネルホウオウ,
2013/03/31,2阪神4,曇,10,マーガレットS(OP),,16,2,4,7.4,4,3,内田博幸,57,芝1400,良,**,1:21.4,0.2,**,3-3,34.2-35.0,34.9,478(-6),,,ローガンサファイア,485.2
2013/01/06,1京都2,晴,11,日刊スポシンザン記念(G3),,16,8,16,120.5,14,6,三浦皇成,56,芝1600,良,**,1:34.8,0.5,**,15-14,34.6-35.7,34.7,484(+2),,,エーシントップ,
2012/12/16,5中山6,晴,11,朝日フューチュリティ(G1),,16,6,11,109.8,13,11,岩田康誠,55,芝1600,良,**,1:34.2,0.8,**,11-13-11,33.9-36.1,36.0,482(-2),,,ロゴタイプ,
2012/11/10,5東京3,晴,11,京王杯2歳S(G2),,16,7,14,5.9,3,12,岩田康誠,55,芝1400,良,**,1:22.2,1.0,**,3-4,35.6-33.7,34.4,484(+10),,,エーシントップ,
2012/08/04,1札幌5,晴,10,クローバー賞(OP),,13,1,1,1.6,1,1,三浦皇成,54,芝1500,良,**,1:29.8,-0.1,**,4-4-3,30.1-35.3,35.0,474(0),,,(ジェネラルグラント),"1,527.3"
2012/07/14,2函館5,晴,11,函館2歳S(G3),,16,1,2,3.4,1,5,岩田康誠,54,芝1200,良,**,1:10.6,0.2,**,13-10,34.1-36.3,35.7,474(-2),,,ストークアンドレイ,300.0
2012/06/17,1函館4,曇,5,2歳新馬,,12,7,9,1.5,1,1,岩田康誠,54,芝1200,良,**,1:11.8,-0.2,**,3-2,36.2-35.6,35.3,476(0),,,(モンマックス),700.0
