
2016/08/21,2小倉8,晴,11,TV西日本北九州記念(G3),,12,8,13,8.1,2,11,松若風馬,51,芝1200,良,**,1:09.6,1.1,**,1-2,33.6-34.9,36.0,506(0),,,バクシンテイオー,
2016/07/03,3中京2,曇,11,CBC賞(G3),,13,5,7,19.1,7,2,松若風馬,50,芝1200,良,**,1:07.2,0.0,**,2-2,33.8-33.4,33.3,506(-6),,,レッドファルクス,"1,613.0"
2016/06/18,3阪神5,晴,10,水無月S(1600万下),,7,2,2,1.7,1,6,Ｍ．デム,55,芝1200,良,**,1:08.9,0.6,**,2-1,33.9-34.4,35.0,512(+2),,,コスモドーム,
2016/05/28,3京都11,曇,11,朱雀S(1600万下),,18,3,5,20.3,6,3,川須栄彦,55,芝1400,良,**,1:21.1,0.2,**,3-3,34.6-34.9,34.1,510(+2),,,エーシンマイェスタ,466.0
2015/12/12,5阪神3,曇,10,六甲アイランドS(1600万下),,10,7,8,18.0,6,2,アッゼニ,55,芝1400,良,**,1:22.0,0.4,**,2-2,35.5-34.4,34.7,508(0),,,マイネルアウラート,736.2
2015/10/25,4京都7,晴,10,桂川S(1600万下),,15,2,2,39.6,9,3,川須栄彦,55,芝1200,良,**,1:08.4,0.3,**,3-3,34.5-33.6,33.6,508(+18),,,エイシンブルズアイ,464.7
2015/08/29,2新潟9,晴,10,稲妻S(1600万下),,10,4,4,31.7,6,6,石橋脩,55,芝1000,稍,**,0:55.4,0.9,**,,32.7-32.5,33.0,490(-6),,,ネロ,
2015/07/25,2函館5,曇,11,函館日刊スポーツ杯(1600万下),,16,3,6,14.5,6,6,三浦皇成,55,芝1200,重,**,1:10.6,0.6,**,5-4,34.6-35.4,35.5,496(-4),,,オメガヴェンデッタ,
2015/07/04,1函館5,晴,11,TVh杯(1600万下),,12,4,4,5.0,3,4,三浦皇成,53,芝1200,良,**,1:09.5,0.4,**,6-3,34.2-34.9,34.9,500(+4),,,ウキヨノカゼ,270.0
2015/06/20,1函館1,晴,11,HTB杯(1000万下),,16,6,12,36.8,12,1,川須栄彦,55,芝1200,良,**,1:08.5,-0.1,**,2-2,33.9-34.6,34.4,496(+8),,,(アンブリカル),"1,534.3"
2015/02/22,1小倉6,小雨,12,紫川特別(1000万下),,18,3,6,7.6,4,5,田辺裕信,55,芝1200,重,**,1:09.2,0.2,**,10-7,33.5-35.5,35.0,488(-10),,,ローガンサファイア,132.0
2015/01/31,2京都1,晴,12,4歳上1000万下,,16,4,7,12.5,6,15,酒井学,55,ダ1400,重,**,1:24.6,1.6,**,7-7,34.7-36.4,37.4,498(0),,,ポメグラネイト,
2015/01/11,1京都4,曇,12,4歳上1000万下,,16,3,5,15.6,4,4,酒井学,55,ダ1400,稍,**,1:25.6,0.3,**,7-7,35.6-37.2,36.9,498(-8),,,クリノアマダブラム,160.0
2014/11/29,5京都8,晴,12,3歳上1000万下,,18,5,9,17.2,9,10,酒井学,55,芝1200,稍,**,1:10.0,0.7,**,4-4,33.6-35.7,35.6,506(+2),,,ダノンマッキンレー,
2014/10/26,4京都7,晴,9,壬生特別(1000万下),,16,7,13,17.3,9,7,酒井学,55,芝1200,良,**,1:07.8,0.3,**,4-4,33.8-33.7,33.5,504(+2),,,アットウィル,
2014/10/04,4阪神7,曇,10,芦屋川特別(1000万下),,16,8,16,20.9,10,3,酒井学,55,芝1200,良,**,1:08.4,0.1,**,3-3,33.9-34.4,34.4,502(0),,,ヤマノレオ,297.6
2014/09/06,2小倉11,曇,9,八幡特別(500万下),,18,7,13,4.9,2,1,酒井学,55,芝1200,良,**,1:08.4,-0.2,**,3-4,33.7-34.7,34.3,502(+18),,,(ベッラヴォーチェ),"1,052.5"
2014/08/23,2小倉7,晴,10,小郡特別(500万下),,15,4,7,2.0,1,3,小坂忠士,55,芝1200,良,**,1:08.7,0.3,**,3-2,33.9-34.5,34.7,484(-2),,,サンセットスカイ,254.6
2014/08/02,2小倉1,雨,9,伊万里特別(500万下),,15,6,11,3.3,2,2,小坂忠士,55,芝1200,良,**,1:08.4,0.3,**,4-2,33.0-35.1,35.1,486(-10),,,シンジュボシ,413.2
2014/07/19,3中京5,曇,9,タイランドC(500万下),,18,2,4,16.4,7,2,小坂忠士,55,芝1400,稍,**,1:23.3,0.0,**,4-3,34.5-36.7,36.4,496(0),,,マイネノンノ,411.6
2013/12/01,4中京2,晴,11,鳥羽特別(1000万下),,18,6,12,20.7,11,10,吉田隼人,54,芝1200,良,**,1:09.5,0.7,**,6-8,34.3-34.5,34.4,496(-2),,,ヤマニンプチガトー,
2013/11/03,5京都2,雨,12,3歳上1000万下,,15,5,9,18.4,5,6,酒井学,54,芝1200,良,**,1:08.2,0.9,**,6-4,33.7-33.6,34.1,498(-4),,,レディオブオペラ,
2013/10/13,4京都4,晴,10,壬生特別(1000万下),,14,3,3,6.4,2,5,酒井学,51,芝1200,良,**,1:08.2,0.4,**,5-4,33.8-34.0,34.0,502(+6),,,トーホウアマポーラ,144.0
2013/09/15,4中山4,晴,10,初風特別(1000万下),,16,8,16,7.6,3,3,吉田隼人,53,芝1200,重,**,1:09.4,0.4,**,3-2,33.6-35.4,35.5,496(+2),,,ツインクルスター,365.1
2013/08/17,2小倉7,晴,10,小郡特別(500万下),,18,5,10,11.6,3,1,酒井学,52,芝1200,良,**,1:07.3,-0.2,**,2-2,32.8-34.5,34.4,494(+2),,,(ピエナアプローズ),"1,041.1"
2013/07/21,3中京8,晴,7,3歳上500万下,,18,8,18,29.4,8,8,酒井学,52,芝1400,良,**,1:22.3,0.6,**,5-6,35.5-34.3,34.4,492(+32),,,フィエロ,
2013/03/03,1小倉8,晴,10,萌黄賞(500万下),,18,2,4,14.6,7,13,宮崎北斗,54,芝1200,良,**,1:09.7,1.1,**,6-4,33.4-35.2,35.9,460(-14),,,ピンゾロ,
2013/01/26,2京都1,晴,6,3歳500万下,,12,3,3,25.5,8,8,小坂忠士,54,芝1400,良,**,1:23.7,0.5,**,6-7,36.4-34.8,34.8,474(0),,,タガノエンブレム,
2013/01/19,1中京1,晴,10,なずな賞(500万下),,17,7,15,17.4,7,13,小坂忠士,54,芝1400,良,**,1:23.0,0.6,**,11-11,34.5-35.7,35.5,474(-10),,,ラインミーティア,
2012/10/13,4京都4,晴,9,りんどう賞(500万下),,10,3,3,7.2,3,7,小坂忠士,54,芝1400,良,**,1:22.7,0.8,**,6-7,35.4-34.5,34.7,484(+2),,,クロフネサプライズ,
2012/09/02,2小倉12,晴,11,小倉2歳S(G3),,17,5,10,16.7,7,3,小坂忠士,54,芝1200,良,**,1:08.2,0.3,**,8-7,32.7-35.2,34.9,482(-2),,,マイネルエテルネル,758.6
2012/08/18,2小倉7,晴,5,2歳新馬,,14,5,7,4.3,3,1,小坂忠士,54,芝1200,良,**,1:09.2,-0.5,**,3-1,33.6-35.6,35.5,484(0),,,(ミキノティータイム),700.0
