単勝,8,760,3
複勝,8 1 3,180 120 290,3 1 5
枠連,1 - 6,920,3
馬連,1 - 8,870,2
ワイド,1 - 8 3 - 8 1 - 3,"360 1,140 580",2 15 5
馬単,8 → 1,"2,640",8
三連複,1 - 3 - 8,"2,810",8
