単勝,1,230,1
複勝,1 11 6,140 250 410,1 3 9
枠連,1 - 7,"1,060",2
馬連,1 - 11,"1,180",2
ワイド,1 - 11 1 - 6 6 - 11,"560 1,090 2,330",2 10 39
